,Update/policy_loss,Update/value_loss,Update/entropy,Update/approx_kl,step
0,0.24292923819131343,0.06552245458410044,1.8805655461208077,1.6171270608901978,10048
1,0.23722357872375258,0.018358859301776075,1.7263570864489124,1.7540754079818726,10048
2,0.23286900659845133,0.014128047535433227,1.5227127166310692,1.9652142524719238,10048
3,0.23156827359288268,0.013910137839128922,1.5263820366494973,1.969925045967102,10048
4,0.23065564786469575,0.01379107412953333,1.5036543767163708,2.0112366676330566,10048
5,0.2304622297631992,0.01388613356034135,1.5151452315840752,2.0115246772766113,10048
6,0.22865298281833055,0.013834615374446675,1.4800311854690502,2.0480594635009766,10048
7,0.22808742648951566,0.013878521881700986,1.45029997028363,2.1066064834594727,10048
8,0.2277012615921391,0.01378763034927902,1.459277182247988,2.090149402618408,10048
9,0.22703122465639927,0.014016656342976887,1.4366657316305076,2.113903045654297,10048
10,0.15114172940308548,0.0003362021773792566,1.4808112280383992,1.4669936895370483,20096
11,0.14629757846112418,0.0003173305371219728,1.332635885211313,1.588024616241455,20096
12,0.14514821346042453,0.00031355806680323533,1.319952725604841,1.6081970930099487,20096
13,0.14432486962930413,0.0003173508832483644,1.2924318036456017,1.6428595781326294,20096
14,0.14407268005785098,0.0003291572170643689,1.2813055925308519,1.6586402654647827,20096
15,0.14425065248291108,0.0003178642802630035,1.2782755997150568,1.6801425218582153,20096
16,0.14314814165210837,0.0003336274750407631,1.2722744953100849,1.6823668479919434,20096
17,0.14396127370619186,0.0003238648679798412,1.2902071350699018,1.6750216484069824,20096
18,0.1431646389860043,0.0003291971749204558,1.2441972283421048,1.724302053451538,20096
19,0.14316738426246367,0.000321328368919952,1.2564069490144207,1.7257373332977295,20096
20,0.08425965640993469,9.803639390863345e-05,1.0353897663818044,1.3933566808700562,30144
21,0.08099589316815042,9.81909739438825e-05,0.9146903758975351,1.4902533292770386,30144
22,0.08041827627131419,9.988643648811938e-05,0.9115419110674767,1.5029939413070679,30144
23,0.07981912480892649,0.00011287884299206919,0.8894818694728195,1.5430622100830078,30144
24,0.0799454694174847,0.00010579470434350019,0.8881037628195089,1.5460978746414185,30144
25,0.07972325349618105,9.73588336484832e-05,0.8664600509367172,1.5796570777893066,30144
26,0.07986249317931142,9.95282319013458e-05,0.8907932117106808,1.5613747835159302,30144
27,0.0796228044571438,9.858829035970969e-05,0.8768296961192112,1.5800151824951172,30144
28,0.0797307305898114,0.00010972270885011625,0.8802265792515627,1.5728415250778198,30144
29,0.07930131020932013,9.757847583618765e-05,0.8496748009684739,1.6297407150268555,30144
30,0.0569701579304495,4.969976643438412e-05,0.7222474272463731,0.9081306457519531,40192
31,0.053678907841076234,3.2480307833741497e-05,0.6650986682837177,0.9744769334793091,40192
32,0.05259261534484044,3.544013978556511e-05,0.6610848841014182,0.9967139959335327,40192
33,0.052461925269679945,4.0046442454492595e-05,0.6534209317842107,1.0048027038574219,40192
34,0.05226137530826815,3.6701884396511354e-05,0.6534556943899507,1.0236663818359375,40192
35,0.05236878350175395,5.617492761114585e-05,0.6571341963710299,1.022629737854004,40192
36,0.052468413037728444,4.0875192541772e-05,0.6474400677119091,1.0295921564102173,40192
37,0.052032645812530996,3.969776499126768e-05,0.6440216481305991,1.0333099365234375,40192
38,0.051862784124507455,3.5809106791721844e-05,0.6550348290971889,1.036994457244873,40192
39,0.05217697752260004,4.1605017460946106e-05,0.6546731913924977,1.0415489673614502,40192
40,0.03246060914840478,4.456851186538408e-05,0.6170336683844305,0.5251940488815308,50240
41,0.03204590017806477,3.474239890443021e-05,0.5962911656328068,0.5314475893974304,50240
42,0.03160073283976715,3.529257122455379e-05,0.5985865975451318,0.535940945148468,50240
43,0.03157712636622274,3.4324461525548436e-05,0.6032792390531795,0.539198100566864,50240
44,0.03172337695671495,4.056526345512521e-05,0.594031305070136,0.5478507876396179,50240
45,0.03132209884429908,3.3798444719056655e-05,0.5908365336952696,0.5494668483734131,50240
46,0.03132330908315482,3.2233679291586584e-05,0.5987102628513506,0.5508075952529907,50240
47,0.03139912684679411,3.837266380125271e-05,0.5886152906782308,0.5537353754043579,50240
48,0.031145201285612906,3.6618424816508516e-05,0.5941696110045075,0.552391767501831,50240
49,0.03185757490877465,3.466303438424304e-05,0.5904182054244789,0.5541215538978577,50240
50,0.020324449756354758,1.0354619302817554e-05,0.5762143729219011,0.46897703409194946,60288
51,0.020587444048119817,7.810060834014568e-06,0.573728841770986,0.47183889150619507,60288
52,0.020262507867115507,8.084387903892864e-06,0.5761999007622907,0.47294408082962036,60288
53,0.02061255886160122,8.704769954281013e-06,0.5843253031278112,0.472685843706131,60288
54,0.020394908802607543,8.787144345806908e-06,0.5851713477805921,0.47394245862960815,60288
55,0.020290702089050393,8.148597323239811e-06,0.5905972445846364,0.4716263711452484,60288
56,0.020391671141241765,9.981046695506297e-06,0.5841640327007148,0.4742419123649597,60288
57,0.02049722192678482,1.0206099498690822e-05,0.586284317218574,0.4728328585624695,60288
58,0.02047166023492386,9.539841584775706e-06,0.5846398064664974,0.4745848476886749,60288
59,0.020027828196680565,1.005226845676774e-05,0.591870865434598,0.4735596179962158,60288
60,0.03357439183268198,2.543721743769777e-06,0.5845263019488875,0.4803340435028076,70336
61,0.03334401547018984,2.878331185716008e-06,0.5736662064008652,0.4808866083621979,70336
62,0.031948893210868454,3.3887972837557817e-06,0.5771696954775768,0.48361483216285706,70336
63,0.031584134847400296,3.040635200394208e-06,0.5780172816887024,0.4831176698207855,70336
64,0.031517102206600416,2.987758269862978e-06,0.5736489445920203,0.48694732785224915,70336
65,0.031197186372580992,4.36615939071063e-06,0.5768909649864123,0.4845959544181824,70336
66,0.03096554850696758,2.9793459256829136e-06,0.5748390595244753,0.4848628044128418,70336
67,0.031039458337672958,2.883935748995155e-06,0.5756767612354011,0.4835980534553528,70336
68,0.03145182661557938,3.889058954519277e-06,0.5722426506364422,0.4846680164337158,70336
69,0.030927065887435035,3.1989915397421128e-06,0.5762170426025512,0.4850209355354309,70336
70,0.02707245236167767,1.0872488127758723e-05,0.5659854123546819,0.4933640658855438,80384
71,0.02738818050818933,9.907711678952935e-06,0.5545047282413312,0.49885985255241394,80384
72,0.02737222056076595,9.785412566346566e-06,0.5557068691701647,0.5008625388145447,80384
73,0.026956333814390526,1.0093285106071921e-05,0.5508064934212691,0.501617431640625,80384
74,0.02749676975142804,1.1619389846988953e-05,0.5463859251919826,0.5048521161079407,80384
75,0.027274703354853543,9.21692107857661e-06,0.5494891833158055,0.5030823945999146,80384
76,0.027382801733258518,8.958869611627394e-06,0.5577891128268212,0.5017553567886353,80384
77,0.027442276503024682,9.837595488516756e-06,0.5521147458036993,0.5043025612831116,80384
78,0.02734603803711617,9.826707098686509e-06,0.5610196121559021,0.5020071864128113,80384
79,0.027476732675460684,9.178553700625325e-06,0.5598119485909772,0.5022178888320923,80384
80,0.03460204502520193,1.004046860498275e-06,0.5618357498934314,0.43834948539733887,90432
81,0.034028614847475935,6.040551291549009e-07,0.5644603443753188,0.4369856119155884,90432
82,0.03419151717713874,6.847211420645876e-07,0.5669040328757778,0.43778157234191895,90432
83,0.03378680294118584,8.464573598476532e-07,0.5578591182922862,0.43639934062957764,90432
84,0.0338113157576911,9.740367923635768e-07,0.5592061220460637,0.43665260076522827,90432
85,0.03396190640629287,8.297549643328725e-07,0.5631367547117221,0.43730998039245605,90432
86,0.03378728969366687,1.8486445923331316e-06,0.5617812061385744,0.4363037943840027,90432
87,0.03397863258305154,2.4069172393995282e-06,0.5577950351367331,0.4366982877254486,90432
88,0.03377587315151883,9.91301865924057e-07,0.560905088474796,0.4361761808395386,90432
89,0.03390866126509229,1.051313459851814e-06,0.558229388135254,0.4355936348438263,90432
